stop,plotStop,treat,dayID,day,hour,selection,seconds,minutes,lowFreq,highFreq,avgPowerDensity,maxPower ,energy,deltaTime,proximity
3,3,e,2,601,730,4,13412.4,9.62,4589.5,8297.7,-83.1,-68.5,69.3,1.274,f
3,3,e,2,601,730,5,13429.2,9.9,4911.9,8021.3,-82.4,-71.5,69.3,1.316,f
3,3,e,2,601,730,6,13477.5,10.7,5257.4,7883.1,-81.9,-66.5,69.3,1.365,f
3,3,e,2,601,730,7,13489.4,10.9,5211.4,8228.6,-82.1,-69,69.6,1.359,f
3,3,e,2,601,730,8,13507,11.19,4842.8,8251.7,-79.8,-63.1,72.9,1.457,f
3,3,e,2,601,730,9,13519,11.39,4888.9,7077,-79.9,-64.9,70.3,1.341,f
3,3,e,2,601,730,10,13600.7,12.75,4773.7,8021.3,-77.9,-62.9,73.7,1.188,f
3,3,e,2,601,730,11,13619.3,13.06,4865.9,7952.2,-71.3,-55,82.2,1.972,n
3,3,e,2,601,730,12,13651.5,13.6,5027.1,8021.3,-71,-53,82,1.825,n
3,3,e,2,601,730,13,13824.6,16.49,5050.1,7860.1,-80.1,-67.1,71,1.249,f
3,3,e,2,601,730,14,13835.5,16.67,4958,7883.1,-80.4,-60.5,71.7,1.463,f
3,3,e,2,601,730,15,13906.9,17.86,4888.9,8044.4,-80.9,-68,71.2,1.427,f
3,3,e,2,601,730,16,13915.8,18.01,4911.9,7860.1,-80,-65.6,72.6,1.721,f
3,3,e,2,601,730,17,13963.7,18.8,5004.1,8021.3,-71.9,-53.4,81.7,2.088,n
3,3,e,2,601,730,18,13988.4,19.22,5027.1,8044.4,-80.2,-67.5,70.5,1.059,f
3,3,e,2,601,730,19,14284.8,24.16,5096.2,8136.5,-81,-64.3,70.8,1.396,f
3,3,e,2,601,730,20,14305,24.49,5027.1,7998.3,-80,-61,71,1.163,f
3,3,e,2,601,730,21,14373.7,25.64,4865.9,8044.4,-82.1,-68.4,70.7,1.641,f
3,3,e,2,601,730,22,14385.2,25.83,4888.9,8113.5,-81.6,-67.4,70.4,1.372,f
3,3,e,2,601,730,23,14395.3,26,4750.7,7998.3,-81.3,-67,71.9,1.733,
3,3,e,3,601,830,1,5,0,4681.6,8113.5,-80.2,-65.2,73.1,1.684,f
3,3,e,3,601,830,2,19.1,0.23,4911.9,7929.2,-79.3,-64.9,72.4,1.347,f
3,3,e,3,601,830,3,98.2,1.55,4911.9,7998.3,-82,-70.2,69.2,1.139,ff
3,3,e,3,601,830,4,124.8,2,5119.2,7883.1,-81,-67.7,69,0.974,ff
3,3,e,3,601,830,5,259.5,4.24,5027.1,7998.3,-77.4,-64.6,74.5,1.408,f
3,3,e,3,601,830,6,298.7,4.89,5349.6,7929.2,-81.7,-69.3,69.7,1.5,f
3,3,e,3,601,830,7,318.1,5.22,5418.7,8021.3,-80.6,-67.1,69.7,1.096,f
3,3,e,3,601,830,8,423.3,6.97,5556.9,7906.2,-81.5,-69.9,68.2,1.084,f
3,3,e,3,601,830,9,1154.5,19.16,5188.3,7952.2,-81.9,-69.8,69.2,1.286,f
3,3,e,3,601,830,10,2148.8,35.73,5073.2,7906.2,-70.3,-50.2,83.3,2.223,n
3,3,e,3,601,830,11,2163.3,35.97,4935,8113.5,-73.9,-57,79.9,2.045,n
3,3,e,3,601,830,12,2183.6,36.31,4819.8,7998.3,-77.5,-57.1,75.4,1.684,f
3,3,e,3,601,830,13,2444.8,40.66,4635.5,8090.4,-81.4,-67.8,71.2,1.433,f
3,3,e,3,601,830,14,3463,57.63,5096.2,7929.2,-81,-68.5,71.9,1.868,f
3,3,e,3,601,830,15,3475.2,57.84,4935,7975.3,-77.2,-59.4,75.2,1.518,f
3,3,e,3,601,830,16,3553.4,59.14,5073.2,8044.4,-73.2,-56.2,79.7,1.861,
3,3,e,4,602,930,1,4873.9,0,4935,7883.1,-78.2,-61.5,74.2,1.561,f
3,3,e,4,602,930,2,4893.3,0.32,4888.9,7929.2,-71.4,-52.5,81.8,1.91,n
3,3,e,4,602,930,3,5144.5,4.51,4681.6,7906.2,-83.2,-71.2,68.7,1.28,ff
3,3,e,4,602,930,4,5168.2,4.9,5533.8,8044.4,-79.7,-67.4,70.1,1.072,ff
3,3,e,4,602,930,5,5177.4,5.06,4935,7883.1,-78.8,-63.7,74,1.739,f
3,3,e,4,602,930,6,5189.9,5.27,4842.8,7837.1,-70.3,-55.9,80.8,1.182,n
3,3,e,4,602,930,7,5581.5,11.79,5073.2,8090.4,-81.3,-68,71.1,1.555,f
3,3,e,4,602,930,8,5601,12.12,4981,7975.3,-80.1,-63,73.1,1.874,f
3,3,e,4,602,930,9,5626.2,12.54,4981,8021.3,-71.9,-47.5,82.1,2.302,n
3,3,e,4,602,930,10,5988.3,18.57,5119.2,8182.6,-82.3,-68,69.3,1.274,ff
3,3,e,4,602,930,11,5999,18.75,4911.9,8090.4,-78.4,-63.6,74.5,1.641,f
3,3,e,4,602,930,12,6023.9,19.17,4497.3,8021.3,-83.4,-72.1,69.2,1.39,ff
3,3,e,4,602,930,13,6166.7,21.55,4888.9,7721.9,-82.1,-65.7,69,1.261,ff
3,3,e,4,602,930,14,6196.2,22.04,5050.1,7906.2,-79.8,-67.4,71.9,1.384,f
3,3,e,4,602,930,15,6205.2,22.19,5004.1,7906.2,-79.2,-62.1,73,1.574,f
3,3,e,4,602,930,16,6220.2,22.44,4888.9,8136.5,-79.8,-64.9,73,1.647,f
3,3,e,4,602,930,17,6244.2,22.84,4958,8067.4,-77.8,-63.5,74.4,1.433,f
3,3,e,5,603,630,1,8058.9,0,6063.6,8366.8,-83.5,-69.1,67.4,1.455,ff
3,3,e,5,603,630,2,8074.2,0.26,6316.9,8205.6,-83.2,-66.9,67.1,1.563,ff
3,3,e,5,603,630,3,8088.2,0.49,6040.5,8205.6,-83.7,-68.1,67.3,1.589,ff
3,3,e,5,603,630,4,8113.2,0.91,6247.8,8205.6,-83.5,-69.8,67.4,1.689,ff
3,3,e,5,603,630,5,9613,25.9,4935,7952.2,-76.7,-61,75.4,1.446,n
3,3,e,5,603,630,6,9666.9,26.8,5188.3,7837.1,-82.3,-68.7,68.3,1.199,ff
3,3,e,5,603,630,7,9682.2,27.06,4888.9,7975.3,-74.3,-56.7,78.1,1.528,n
3,3,e,5,603,630,8,9692.5,27.23,4911.9,7998.3,-69.4,-53,82.9,1.507,n
3,3,e,5,603,630,9,9712,27.55,4981,7906.2,-71.4,-53.1,81.5,1.836,n
3,3,e,5,603,630,10,9724.5,27.76,4796.8,7929.2,-76,-59.3,77.2,1.823,n
3,3,e,5,603,630,11,9916.6,30.96,5004.1,7906.2,-83.4,-69.8,67.3,1.108,
4,4,e,1,529,730,1,11213.2,0,5504.8,9051.8,-80,-61.4,74.2,2.022,f
4,4,e,1,529,730,2,11244.9,0.53,5550.9,9005.8,-77.3,-56.6,76,1.693,f
4,4,e,1,529,730,3,11256,0.71,6126.7,8867.6,-72.8,-52.9,80,1.931,n
4,4,e,1,529,730,4,11269.6,0.94,6057.6,8890.6,-72.7,-53.8,80.5,1.996,n
4,4,e,1,529,730,5,11282.8,1.16,6287.9,8959.7,-73.3,-53,79.2,1.814,n
4,4,e,1,529,730,6,11309.1,1.6,6103.6,8706.3,-70.2,-52.2,80.2,1.186,n
4,4,e,1,529,730,7,11320.6,1.79,6172.7,9005.8,-72.7,-50.8,81,2.204,n
4,4,e,1,529,730,8,11331.7,1.97,6103.6,8959.7,-71.8,-52.1,81.6,2.109,n
4,4,e,1,529,730,9,11345.6,2.21,6103.6,8729.4,-70.9,-52.5,81,1.632,n
4,4,e,1,529,730,10,11358.4,2.42,5850.3,8637.2,-72.3,-53.5,80.9,2.022,n
4,4,e,1,529,730,11,11370.7,2.63,6057.6,8706.3,-72,-53.8,80,1.658,n
4,4,e,1,529,730,12,11385.5,2.87,5504.8,9074.9,-73.6,-51.9,80.2,1.831,n
4,4,e,1,529,730,13,11404,3.18,5804.2,8959.7,-73.4,-53.2,80.1,1.94,n
4,4,e,1,529,730,14,11421.6,3.47,5804.2,8821.5,-75,-55.3,78.8,2.1,n
4,4,e,1,529,730,15,11434.3,3.68,5758.2,8775.4,-76,-57.9,77.2,1.927,f
4,4,e,1,529,730,16,11451.1,3.96,5827.3,9190,-78.7,-59.9,75.3,2.009,f
4,4,e,1,529,730,17,11467.3,4.23,5873.3,9374.3,-81.9,-66.1,70.8,1.468,ff
4,4,e,1,529,730,18,11483.9,4.51,5804.2,9028.8,-83.2,-67.8,69.6,1.589,ff
4,4,e,1,529,730,19,11497.5,4.74,5735.1,9051.8,-84.1,-69.3,68.8,1.628,ff
4,4,e,1,529,730,20,11512.1,4.98,5919.4,8913.6,-84.4,-70,68.6,1.801,ff
4,4,e,1,529,730,21,11524.1,5.18,5919.4,9627.6,-84.5,-71,69.2,1.732,ff
4,4,e,1,529,730,22,11561.1,5.8,5919.4,9788.9,-84.7,-70.7,69,1.654,ff
4,4,e,1,529,730,23,11576.9,6.06,5620,9581.6,-84.5,-70.5,69.6,1.745,ff
4,4,e,1,529,730,24,11615.1,6.7,6057.6,9051.8,-84,-69.9,68.9,1.792,ff
4,4,e,1,529,730,25,11645.6,7.21,6057.6,9328.2,-83.9,-70.7,68.8,1.541,ff
4,4,e,1,529,730,26,11681.6,7.81,5942.4,9696.7,-85.2,-72.9,68.8,1.84,ff
4,4,e,1,529,730,27,11694.7,8.02,5666,9305.2,-84.9,-70.7,69.1,1.87,ff
4,4,e,1,529,730,28,11692.9,7.99,6103.6,9858,-86.8,-77.2,66.8,1.663,background
4,4,e,1,529,730,29,11708.3,8.25,5689.1,9144,-84.9,-70.8,68.4,1.676,ff
4,4,e,1,529,730,30,11721,8.46,5620,9213.1,-84.8,-72.5,68.9,1.732,ff
4,4,e,1,529,730,31,11718.7,8.43,5666,9236.1,-86.6,-76.3,66.9,1.715,background
4,4,e,1,529,730,32,11734.9,8.7,5504.8,9259.1,-84.6,-71.6,69.6,1.948,ff
4,4,e,1,529,730,33,11749.6,8.94,5942.4,9604.6,-84.7,-68.4,69,1.753,ff
4,4,e,1,529,730,34,11765.7,9.21,5873.3,9466.4,-84.2,-71.5,69,1.632,ff
4,4,e,1,529,730,35,11785.8,9.54,5689.1,9144,-82.2,-66,71.1,1.654,f
4,4,e,1,529,730,36,11783.4,9.5,6368.5,9754.3,-86.5,-75.9,66.7,1.654,background
4,4,e,1,529,730,37,11804.7,9.86,6034.5,9604.6,-81.7,-63.4,72.6,2.048,f
4,4,e,1,529,730,38,11821.1,10.13,5827.3,9144,-83,-65.4,69.9,1.637,ff
4,4,e,1,529,730,39,11835.2,10.37,6080.6,8890.6,-82.3,-66.5,70.7,1.953,f
4,4,e,1,529,730,40,11863.2,10.83,5965.5,9305.2,-83,-65.4,70.8,1.94,f
4,4,e,1,529,730,41,11876.2,11.05,5804.2,9282.1,-84.3,-69.4,70,2.044,f
4,4,e,1,529,730,42,11874.5,11.02,6587.3,10042.2,-86.8,-77.5,65.9,1.481,background
4,4,e,1,529,730,43,11891.2,11.3,5988.5,8798.5,-84,-69.4,69,1.927,ff
4,4,e,1,529,730,44,11905.7,11.54,5850.3,9236.1,-82.4,-65.2,71.5,2.022,
4,4,e,2,529,930,1,6577.2,0,4773.7,9196,-84.3,-65.7,69.7,1.506,ff
4,4,e,2,529,930,2,6584.8,0.13,4635.5,8804.5,-80.1,-59,75.1,2.18,f
4,4,e,2,529,930,3,6599.2,0.37,4658.6,8620.2,-82.1,-60.5,72.8,2.131,f
4,4,e,2,529,930,4,6617.4,0.67,4589.5,9587.6,-80.7,-55.2,76.3,2.676,f
4,4,e,2,529,930,5,6627,0.83,4589.5,9126.9,-77.8,-54.9,78.1,2.321,n
4,4,e,2,529,930,6,6645.8,1.14,4704.6,9011.7,-82.4,-58.1,72.7,2.076,f
4,4,e,2,529,930,7,6655.2,1.3,4681.6,8919.6,-74.4,-48.8,80.9,2.119,n
4,4,e,2,529,930,8,6664.6,1.46,4773.7,8942.6,-72.2,-49.6,83.7,2.535,n
4,4,e,2,529,930,9,6676.7,1.66,4520.4,8735.4,-75.6,-50.9,80.2,2.48,n
4,4,e,2,529,930,10,6688.8,1.86,4635.5,9057.8,-74,-50.8,82.3,2.651,n
4,4,e,2,529,930,11,6698.2,2.02,5695,8965.7,-75.4,-53.8,79,2.265,n
4,4,e,2,529,930,12,6708,2.18,5188.3,8942.6,-74.4,-52.3,80.5,2.247,n
4,4,e,2,529,930,13,6719.4,2.37,5395.6,8988.7,-73.2,-52,81.6,2.321,n
4,4,e,2,529,930,14,6730,2.55,5487.8,9034.8,-72.1,-50.7,82.6,2.265,n
4,4,e,2,529,930,15,6747.6,2.84,5579.9,8965.7,-69.4,-47,85.6,2.578,n
4,4,e,2,529,930,16,6759.7,3.04,5257.4,9103.9,-69,-46.9,86.2,2.345,n
4,4,e,2,529,930,17,6772.9,3.26,5326.5,8988.7,-72.2,-48.1,82.9,2.437,n
4,4,e,2,529,930,18,6785.1,3.47,5257.4,9403.3,-68.9,-46.2,86.6,2.327,n
4,4,e,2,529,930,19,6797.9,3.68,5257.4,9288.1,-68.5,-46.3,86.9,2.394,n
4,4,e,2,529,930,20,6813.7,3.94,5188.3,9288.1,-68.3,-44.4,87.5,2.523,n
4,4,e,2,529,930,21,6829.1,4.2,5418.7,9219,-67.8,-43,87.7,2.486,n
4,4,e,2,529,930,22,6844.6,4.46,5649,8781.4,-67.1,-44.4,86.7,2.1,n
4,4,e,2,529,930,23,6858,4.68,5303.5,9242.1,-68.2,-44.6,87.3,2.443,n
4,4,e,2,529,930,24,6873.1,4.93,5349.6,9242.1,-68,-46,87.4,2.474,n
4,4,e,2,529,930,25,6889.1,5.2,5418.7,9380.3,-67.9,-44.6,87.5,2.351,n
4,4,e,2,529,930,26,6903.1,5.43,5533.8,8988.7,-66.6,-44.4,88.2,2.461,n
4,4,e,2,529,930,27,6920.2,5.72,5257.4,9173,-67.3,-43.6,87.8,2.296,n
4,4,e,2,529,930,28,6936,5.98,5556.9,8896.6,-66.7,-45.1,87.3,2.076,n
4,4,e,2,529,930,29,6950.7,6.23,5533.8,9173,-66.7,-44.5,88.3,2.406,n
4,4,e,2,529,930,30,6965,6.46,5672,9426.3,-67.3,-44.3,87.8,2.339,n
4,4,e,2,529,930,31,6980.4,6.72,5672,8965.7,-69.2,-46.6,84.9,2.131,n
4,4,e,2,529,930,32,6999.8,7.04,5556.9,8850.5,-82.3,-62.5,71,1.788,f
4,4,e,2,529,930,33,7011.7,7.24,5971.4,8528.1,-79,-62.2,72.6,1.543,f
4,4,e,2,529,930,34,7023.5,7.44,6432.1,8712.3,-77.8,-60.8,73.8,1.727,f
4,4,e,2,529,930,35,7049.4,7.87,5948.4,9173,-73.9,-51.4,79.1,1.702,n
4,4,e,2,529,930,36,7061,8.06,5902.3,9288.1,-71.7,-48.6,82.7,2.18,n
4,4,e,2,529,930,37,7073.5,8.27,5718.1,9242.1,-77.6,-55.3,76.9,2.192,n
4,4,e,2,529,930,38,7085,8.46,5902.3,9103.9,-74.3,-55,80,2.241,n
4,4,e,2,529,930,39,7096.4,8.65,5764.1,9242.1,-72.2,-52,82.1,2.106,n
4,4,e,2,529,930,40,7107.7,8.84,5695,9057.8,-70.8,-50.8,83.9,2.382,n
4,4,e,2,529,930,41,7119.1,9.03,5810.2,9242.1,-73.4,-53.1,80.8,2.063,n
4,4,e,2,529,930,42,7130.2,9.22,5625.9,9219,-74.4,-54.4,80.7,2.461,n
4,4,e,2,529,930,43,7148.1,9.51,5625.9,9334.2,-74.9,-53.5,79.9,2.21,n
4,4,e,2,529,930,44,7181.2,10.07,5579.9,9080.8,-75.4,-52.3,79.3,2.327,n
4,4,e,2,529,930,45,7192.7,10.26,5579.9,9080.8,-71.5,-49.4,83.2,2.308,
4,4,e,3,529,1800,1,124.1,0,5925.4,9196,-85,-71.6,68.9,2.051,ff
4,4,e,3,529,1800,2,126.8,0.05,5994.5,9219,-86.6,-76,67.5,2.119,background
4,4,e,3,529,1800,3,147.4,0.39,6040.5,9311.2,-85.4,-72.8,68.5,2.057,ff
4,4,e,3,529,1800,4,202.6,1.31,6040.5,9449.4,-85.1,-72.2,68.2,1.727,ff
4,4,e,3,529,1800,5,226.4,1.71,6247.8,8965.7,-85.3,-71.9,67.8,2.039,ff
4,4,e,3,529,1800,6,255,2.18,6132.7,8597.2,-84.9,-72.2,67.3,1.861,ff
4,4,e,3,529,1800,7,267.9,2.4,6086.6,9011.7,-84.5,-70.5,68.7,1.88,ff
4,4,e,3,529,1800,8,302,2.96,5971.4,8988.7,-84.6,-71.1,68.2,1.77,ff
4,4,e,3,529,1800,9,321.7,3.29,6017.5,9080.8,-85,-70.4,67.6,1.635,ff
4,4,e,3,529,1800,10,319.4,3.25,6247.8,9057.8,-86.6,-78.1,65.9,1.714,background
4,4,e,3,529,1800,11,341.5,3.62,6247.8,8712.3,-84.2,-70.1,67.2,1.531,ff
4,4,e,3,529,1800,12,354,3.83,5856.3,8781.4,-84.8,-72.3,68.4,1.965,ff
4,4,e,3,529,1800,13,435.9,5.2,6178.7,8689.3,-85.1,-72.3,67.2,1.855,ff
4,4,e,3,529,1800,14,529,6.75,6178.7,8735.4,-77.8,-60,75,1.996,n
4,4,e,3,529,1800,15,543.1,6.98,5879.3,8942.6,-78.6,-54.1,75.3,2.18,n
4,4,e,3,529,1800,16,561.4,7.29,6040.5,8873.5,-78.3,-58.9,75.4,2.284,n
4,4,e,3,529,1800,17,580.2,7.6,5948.4,9034.8,-78.3,-59.2,75.6,2.143,n
4,4,e,3,529,1800,18,596.7,7.88,5971.4,8643.2,-78.6,-62.1,74.6,2.07,n
4,4,e,3,529,1800,19,616.5,8.21,5994.5,8735.4,-80.2,-63.1,73.2,2.094,n
4,4,e,3,529,1800,20,650.4,8.77,5879.3,9034.8,-79.8,-61.5,74,2.076,n
4,4,e,3,529,1800,21,671.1,9.12,5787.2,8942.6,-80.1,-61.3,73.6,2.021,n
4,4,e,3,529,1800,22,693.5,9.49,5856.3,9126.9,-81.4,-62.4,72.8,2.155,n
4,4,e,3,529,1800,23,711.3,9.79,5833.2,9057.8,-79.7,-62.6,74.4,2.217,n
4,4,e,3,529,1800,24,730.9,10.11,6178.7,8965.7,-79.2,-62.8,73.8,1.892,n
4,4,e,3,529,1800,25,766.5,10.71,5695,9011.7,-80.9,-61.9,73.6,2.259,n
4,4,e,3,529,1800,26,795.5,11.19,5971.4,8804.5,-79.7,-62.7,73.4,1.984,n
4,4,e,3,529,1800,27,815.1,11.52,5971.4,8896.6,-79.8,-60.3,73.1,1.806,n
4,4,e,3,529,1800,28,856.2,12.2,6063.6,8850.5,-79.9,-60.3,72.9,1.868,n
4,4,e,3,529,1800,29,883.2,12.65,6017.5,8735.4,-82.2,-67.2,70.1,1.721,f
4,4,e,3,529,1800,30,931.9,13.46,5948.4,9149.9,-82.6,-63.4,70.9,1.91,f
4,4,e,3,529,1800,31,984.7,14.34,6086.6,8781.4,-82.3,-66.6,70.3,1.794,f
4,4,e,3,529,1800,32,1001.7,14.63,6224.8,8666.3,-80.1,-59.1,72.6,2.088,n
4,4,e,3,529,1800,33,998.4,14.57,6547.3,9011.7,-86.7,-75.5,66.3,2.131,background
4,4,e,3,529,1800,34,1004.7,14.68,6501.2,8850.5,-86.8,-76.4,66,2.192,background
4,4,e,4,531,830,1,5.7,0,6063.6,8574.1,-82.5,-67.8,69.9,1.88,ff
4,4,e,4,531,830,2,21.1,0.26,5948.4,8551.1,-83.2,-66.8,69.6,2.014,ff
4,4,e,4,531,830,3,35.4,0.49,6086.6,8988.7,-83,-68.3,70.2,1.929,ff
4,4,e,4,531,830,4,51.9,0.77,5994.5,9173,-83.3,-66.3,69.9,1.819,ff
4,4,e,4,531,830,5,71.8,1.1,6040.5,8735.4,-84.2,-68.7,68.7,1.941,ff
4,4,e,4,531,830,6,68.8,1.05,6155.7,8758.4,-86.5,-77,66.2,1.935,background
4,4,e,4,531,830,7,86.3,1.34,6099.3,8766,-83.7,-69,68.9,1.88,ff
4,4,e,4,531,830,8,104.4,1.64,6030.3,9271.7,-83.6,-69.2,69.7,1.849,ff
4,4,e,4,531,830,9,101.8,1.6,6053.3,8926.9,-86.6,-76.8,66.5,1.886,background
4,4,e,4,531,830,10,120.5,1.91,6053.3,9110.8,-83.2,-65.2,70.2,1.941,ff
4,4,e,4,531,830,11,137.7,2.2,5961.4,8995.9,-82.2,-67.6,70.3,1.616,ff
4,4,e,4,531,830,12,135.4,2.16,5972.9,9168.3,-86.4,-77.7,66.7,1.763,background
4,4,e,4,531,830,13,154.5,2.48,6030.3,8812,-80.6,-62.2,72.4,1.978,f
4,4,e,4,531,830,14,200.7,3.25,6076.3,8444.1,-84.4,-72,67.6,1.8,ff
4,4,e,4,531,830,15,219.8,3.57,5961.4,8697,-84.3,-70.6,68.5,1.898,ff
4,4,e,4,531,830,16,222.1,3.61,5938.4,8720,-86.5,-76.8,66.4,1.855,background
4,4,e,4,531,830,18,253.7,4.13,6099.3,8743,-85,-71.3,67.1,1.69,ff
4,4,e,4,531,830,19,267.2,4.36,6099.3,8720,-84.6,-69.1,67.7,1.782,ff
4,4,e,4,531,830,20,278.9,4.55,5708.5,8857.9,-84.5,-70.3,68.7,1.782,ff
4,4,e,4,531,830,21,309,5.05,6030.3,8490.1,-83.4,-69.7,68,1.555,ff
4,4,e,4,531,830,22,304.1,4.97,5892.4,8559.1,-86.4,-76.1,66.3,1.849,background
4,4,e,4,531,830,23,320.7,5.25,5915.4,8674,-83.9,-71.6,67.8,1.476,ff
4,4,e,4,531,830,24,337.9,5.54,6007.4,8720,-82.5,-67.5,69.9,1.739,
4,4,e,4,531,830,25,357.5,5.86,6237.2,9363.7,-82.2,-66,70.4,1.592,
4,4,e,5,531,1130,1,12888,0,4557,8887.2,-82.1,-60.9,73.3,2.182,n
4,4,e,5,531,1130,2,12893.9,0.1,4672.2,9163.6,-81.5,-62.1,74.4,2.351,n
4,4,e,5,531,1130,3,12900.7,0.21,5225,8887.2,-81.4,-60.6,73.4,2.225,n
4,4,e,5,531,1130,4,12905,0.28,4534,9278.7,-82.2,-62.2,73.7,2.247,n
4,4,e,5,531,1130,5,12910.1,0.37,4764.3,8795,-81.1,-61.9,74,2.221,n
4,4,e,5,531,1130,6,12915.9,0.46,4580.1,8725.9,-81.8,-62.6,73.8,2.381,n
4,4,e,5,531,1130,7,12921.9,0.56,4464.9,8725.9,-82.1,-61.1,73.6,2.334,n
4,4,e,5,531,1130,8,12936.7,0.81,5294.1,8749,-84,-68.6,70.1,2.018,f
4,4,e,5,531,1130,9,12968.9,1.35,4511,8633.8,-82.6,-63.4,72.4,2.109,f
4,4,e,5,531,1130,10,13069.1,3.02,4649.2,8518.7,-82.8,-61.9,71.1,1.766,f
4,4,e,5,531,1130,11,13078.1,3.17,4534,8334.4,-82.9,-65,71,1.801,f
4,4,e,5,531,1130,12,13080.1,3.2,5363.2,9509.1,-85.9,-74.6,67.9,1.58,background
4,4,e,5,531,1130,13,12898.3,0.17,7125.2,11155.9,-86.6,-74.2,67.9,1.974,background
4,4,e,5,531,1130,14,14271.7,23.06,4879.5,9140.5,-83.6,-63.9,70.4,1.628,f
4,4,e,5,531,1130,15,14277,23.15,4626.1,9186.6,-83,-65,72,1.927,f
4,4,e,5,531,1130,16,14284.9,23.28,4948.6,8679.9,-82.9,-66.5,72.2,2.338,f
4,4,e,5,531,1130,17,14282.6,23.24,6906.4,10937.1,-86.4,-75.2,68.2,1.979,background
4,4,e,5,531,1130,18,14291.3,23.39,4741.3,8334.4,-82.8,-66.3,72.2,2.442,f
4,4,e,5,531,1130,19,14313,23.75,4764.3,8610.8,-82.9,-65.6,71.7,2.026,f
4,4,e,5,531,1130,20,14319.6,23.86,4764.3,8818.1,-83.3,-64.7,70.8,1.706,f
4,4,e,5,531,1130,21,14337.3,24.16,4418.8,8656.8,-82.3,-62.5,73,2.199,n
4,4,e,5,531,1130,22,14344.9,24.28,4580.1,8725.9,-83,-64.9,71.6,1.866,f
4,4,e,5,531,1130,23,14351.5,24.39,4280.6,9094.5,-81.5,-60.1,74.1,2.031,n
4,4,e,5,531,1130,24,14358.8,24.51,4418.8,8864.1,-82.6,-63.8,72.5,2,f
