stop,plotStop,treat,dayID,day,hour,selection,seconds,minutes,lowFreq,highFreq,avgPowerDensity,maxPower ,energy,deltaTime,proximity
4,4,e,5,531,1130,25,14367.7,24.66,4464.9,8541.7,-83.1,-60.5,71.7,1.996,f
4,4,e,5,531,1130,26,14379.7,24.86,4902.5,8933.2,-83.8,-67.2,70.3,1.732,f
4,4,e,5,531,1130,27,14390.1,25.03,4741.3,8702.9,-83.5,-64.2,70.3,1.663,f
4,4,e,5,531,1130,28,14387.5,24.99,5547.4,9923.6,-85.9,-74.8,68.5,1.749,
5,5,c,1,604,630,1,8277.8,0,5458.7,9120.9,-72.2,-51.1,82.8,2.382,nn
5,5,c,1,604,630,2,8295.7,0.3,5550.9,9259.1,-71.7,-52.8,83,2.21,nn
5,5,c,1,604,630,3,8307.7,0.5,5297.5,9190,-71.1,-47.9,84.5,2.492,nn
5,5,c,1,604,630,4,8322.9,0.75,5205.4,9466.4,-72.8,-51.8,83,2.443,nn
5,5,c,1,604,630,5,8326.3,0.81,5481.8,9489.4,-85.8,-74.2,69.3,2.198,background
5,5,c,1,604,630,6,8335.1,0.95,5458.7,9097.9,-72.6,-54,82,2.18,nn
5,5,c,1,604,630,7,8347.9,1.17,5527.8,9443.4,-73.5,-54.4,81.9,2.419,nn
5,5,c,1,604,630,8,8362.6,1.41,5550.9,8890.6,-72.1,-51.3,82.9,2.608,nn
5,5,c,1,604,630,9,8372.8,1.58,5550.9,9005.8,-72.2,-54.6,82.7,2.443,nn
5,5,c,1,604,630,10,8385.4,1.79,5435.7,9097.9,-67.8,-47.2,87.4,2.4,nn
5,5,c,1,604,630,11,8396.7,1.98,5297.5,8867.6,-68.2,-45.5,87,2.492,nn
5,5,c,1,604,630,12,8408.4,2.18,5412.7,8844.5,-67.3,-47.6,87.9,2.602,nn
5,5,c,1,604,630,13,8419.8,2.37,5389.6,8591.2,-66.8,-45.7,88,2.572,nn
5,5,c,1,604,630,14,8431.6,2.56,5274.5,8821.5,-68,-47.9,86.9,2.339,nn
5,5,c,1,604,630,15,8443.3,2.76,5458.7,8706.3,-66.9,-45.9,87.5,2.376,nn
5,5,c,1,604,630,16,8470.9,3.22,5481.8,9167,-69.2,-49.7,85.5,2.192,nn
5,5,c,1,604,630,17,8484,3.44,5366.6,8821.5,-68.2,-46.5,86.6,2.406,nn
5,5,c,1,604,630,18,8499.3,3.69,5366.6,8821.5,-69,-48.5,86.3,2.627,nn
5,5,c,1,604,630,19,8510.9,3.88,5343.6,8890.6,-66.9,-46.8,88.2,2.48,nn
5,5,c,1,604,630,20,8524.1,4.1,5343.6,9213.1,-68.4,-47.8,87.1,2.504,nn
5,5,c,1,604,630,21,8537.2,4.32,5389.6,8959.7,-67.6,-47.5,86.9,2.174,nn
5,5,c,1,604,630,22,8549.9,4.54,5412.7,8637.2,-67.5,-46.7,86.8,2.192,nn
5,5,c,1,604,630,23,8562.4,4.74,5458.7,8798.5,-67.6,-48.2,87.1,2.419,nn
5,5,c,1,604,630,24,8575.5,4.96,5481.8,8867.6,-67.4,-47.3,87,2.223,nn
5,5,c,1,604,630,25,8589,5.19,5320.5,8936.7,-68,-47.9,86.8,2.253,nn
5,5,c,1,604,630,26,8600.7,5.38,5366.6,9305.2,-67.3,-47.1,88.4,2.559,nn
5,5,c,1,604,630,27,8613.4,5.59,5620,8959.7,-66.6,-46.8,88.2,2.406,nn
5,5,c,1,604,630,28,8626.8,5.82,5481.8,9005.8,-67.2,-46.9,88,2.541,nn
5,5,c,1,604,630,29,8640.7,6.05,5389.6,8913.6,-67.4,-46.3,87.3,2.253,nn
5,5,c,1,604,630,30,8650.6,6.21,5827.3,9028.8,-85.8,-75.3,67.7,1.953,background
5,5,c,1,604,630,31,8653.9,6.27,5573.9,8844.5,-67.5,-46.8,87.1,2.37,nn
5,5,c,1,604,630,32,8666.8,6.48,5573.9,8798.5,-66.8,-43.8,87.9,2.517,nn
5,5,c,1,604,630,33,8679.6,6.7,5458.7,8844.5,-66.9,-46.3,87.8,2.394,nn
5,5,c,1,604,630,34,8694.6,6.95,5458.7,8936.7,-67,-46.4,87.9,2.455,nn
5,5,c,1,604,630,35,8709.7,7.2,5412.7,8867.6,-68,-46.9,86.8,2.345,nn
5,5,c,1,604,630,36,8723.5,7.43,5320.5,8683.3,-67.1,-46.9,87.6,2.394,nn
5,5,c,1,604,630,37,8736.5,7.64,5343.6,8936.7,-67.7,-47.4,87.6,2.529,nn
5,5,c,1,604,630,38,8750.6,7.88,5366.6,8844.5,-67.7,-47.2,87.1,2.4,nn
5,5,c,1,604,630,39,8755,7.95,5643,8936.7,-85.8,-75.7,67.8,1.941,background
5,5,c,1,604,630,40,8762.2,8.07,5435.7,8867.6,-67.1,-46.6,87.5,2.302,nn
5,5,c,1,604,630,41,8782.5,8.41,5481.8,8706.3,-66.5,-47.3,87.6,2.223,nn
5,5,c,1,604,630,42,8798.5,8.68,5435.7,8821.5,-73.7,-54.9,80.9,2.253,n
5,5,c,1,604,630,43,8812.7,8.91,5412.7,9005.8,-76.8,-56.8,77,1.8,n
5,5,c,1,604,630,44,8829.4,9.19,5550.9,8729.4,-81.8,-65.1,71.9,1.965,f
5,5,c,1,604,630,45,8843.3,9.42,5712.1,8522.1,-82.8,-67.2,70,1.855,
5,5,c,2,604,830,1,962.5,0,5395.6,8666.3,-70.4,-51.3,84.3,2.48,nn
5,5,c,2,604,830,2,980.8,0.31,5464.7,9034.8,-71.9,-48.8,83.1,2.419,nn
5,5,c,2,604,830,3,977.3,0.25,5764.1,9080.8,-85.7,-75.6,67.9,1.916,background
5,5,c,2,604,830,4,995.7,0.55,5303.5,8758.4,-73.1,-52.6,80.8,1.916,n
5,5,c,2,604,830,5,1007.7,0.75,5441.7,8919.6,-71.2,-50.8,83.1,2.137,nn
5,5,c,2,604,830,6,1018.9,0.94,5441.7,8942.6,-72.2,-53.7,82.5,2.278,nn
5,5,c,2,604,830,7,1045.8,1.39,5487.8,8666.3,-75.2,-55.5,77.6,1.647,n
5,5,c,2,604,830,8,1063.7,1.69,5326.5,8781.4,-73.7,-51.6,80.9,2.29,n
5,5,c,2,604,830,9,1084.1,2.03,5303.5,8666.3,-74.2,-53.6,80.3,2.247,n
5,5,c,2,604,830,10,1107,2.41,5326.5,8827.5,-71.9,-51.8,82.9,2.339,nn
5,5,c,2,604,830,11,1126.9,2.74,5395.6,8827.5,-73.2,-51.3,81.3,2.253,n
5,5,c,2,604,830,12,1147.5,3.08,5395.6,8896.6,-72.6,-51.6,82,2.278,n
5,5,c,2,604,830,13,1168.1,3.43,5464.7,8781.4,-73,-51.3,80.8,1.99,n
5,5,c,2,604,830,14,1186.5,3.73,5464.7,8804.5,-73.2,-53.9,81.4,2.443,n
5,5,c,2,604,830,15,1205.2,4.05,5395.6,8942.6,-73.3,-54.6,81.2,2.174,n
5,5,c,2,604,830,16,1227.6,4.42,5372.6,8988.7,-74.1,-54.6,80.2,2.027,n
5,5,c,2,604,830,17,1244.4,4.7,5372.6,8873.5,-72.3,-54.2,82.3,2.259,n
5,5,c,2,604,830,18,1247.3,4.75,6316.9,9518.5,-85.9,-70.8,67.1,1.684,background
5,5,c,2,604,830,19,1263.1,5.01,5556.9,8850.5,-72.7,-53.9,81,1.959,n
5,5,c,2,604,830,20,1280.8,5.31,5556.9,8804.5,-74.9,-54.1,79.6,2.412,n
5,5,c,2,604,830,21,1286.5,5.4,6455.1,9311.2,-85.9,-75.3,67.2,1.923,background
5,5,c,2,604,830,22,1295.2,5.55,5211.4,9057.8,-73,-52.9,82.5,2.492,n
5,5,c,2,604,830,23,1375.3,6.88,5556.9,8528.1,-81.9,-64.2,71.3,1.941,ff
5,5,c,2,604,830,24,1372.4,6.83,6340,9149.9,-86,-74.6,67.4,2.143,background
5,5,c,2,604,830,25,1426.5,7.73,5741.1,8712.3,-78.9,-60.3,74.1,1.874,f
5,5,c,2,604,830,26,1440.7,7.97,5602.9,8896.6,-79.7,-60.3,74.2,2.045,f
5,5,c,2,604,830,27,1465.5,8.38,5879.3,8804.5,-79.9,-60.9,74.4,2.529,f
5,5,c,2,604,830,28,1483.8,8.69,5649,8896.6,-82.9,-64,70.5,1.886,ff
5,5,c,2,604,830,29,1500,8.96,5579.9,8620.2,-82.1,-64.9,71,1.843,ff
5,5,c,2,604,830,30,1543.6,9.69,5625.9,8896.6,-83.1,-66.1,70.4,1.892,ff
5,5,c,2,604,830,31,1574.9,10.21,5533.8,8482,-81.6,-65.3,71.2,1.788,ff
5,5,c,2,604,830,32,1613.5,10.85,5556.9,9034.8,-73.5,-49.3,80.2,1.825,n
5,5,c,2,604,830,33,1634.4,11.2,5441.7,8827.5,-79.8,-60.8,73.3,1.647,n
5,5,c,2,604,830,34,1686,12.06,5303.5,8873.5,-76.4,-56.6,78.9,2.608,f
5,5,c,2,604,830,35,1700.6,12.3,5349.6,8873.5,-73.1,-52.2,81.3,2.174,n
5,5,c,2,604,830,36,1711.3,12.48,5395.6,8758.4,-69.8,-48.1,84.9,2.376,nn
5,5,c,2,604,830,37,1748.4,13.1,5326.5,9173,-72.4,-50.5,82.2,2.039,n
5,5,c,2,604,830,38,1762.4,13.33,5418.7,8597.2,-69.7,-50.3,83.5,1.794,nn
5,5,c,2,604,830,39,1777.4,13.58,5533.8,8666.3,-68.6,-45.4,84.3,1.733,nn
5,5,c,2,604,830,40,1794.1,13.86,5441.7,8965.7,-71.8,-48.8,82.5,2.082,n
5,5,c,2,604,830,41,1807.6,14.09,5579.9,8804.5,-71.1,-49.4,83,2.229,n
5,5,c,2,604,830,42,1825.4,14.38,5441.7,9311.2,-66,-44.4,89.5,2.517,nnn
5,5,c,2,604,830,43,1821.5,14.32,6109.6,9748.8,-86,-75.8,68.2,1.996,background
5,5,c,2,604,830,44,1849.9,14.79,5464.7,8850.5,-64.3,-43.2,90,2.174,nnn
5,5,c,2,604,830,45,1866.2,15.06,5579.9,8850.5,-63.3,-43.2,90.6,2.082,
5,5,c,3,604,2000,1,7309.7,0,5418.7,8735.4,-83.3,-69.5,70.3,1.825,ff
5,5,c,3,604,2000,2,7306.2,-0.06,5649,9126.9,-85,-74.5,68.9,1.935,background
5,5,c,3,604,2000,3,7323.1,0.22,5602.9,8873.5,-83.6,-68.7,69.3,1.61,ff
5,5,c,3,604,2000,4,7335.9,0.44,5556.9,8827.5,-81.6,-62.2,72,1.904,f
5,5,c,3,604,2000,5,7352.5,0.71,5441.7,8873.5,-81.9,-65.5,72.2,2.076,f
5,5,c,3,604,2000,6,7355.1,0.76,6017.5,9472.4,-85.4,-74.2,68.3,1.843,background
5,5,c,3,604,2000,7,7374,1.07,5234.4,8528.1,-83,-69.3,70.1,1.702,ff
5,5,c,3,604,2000,8,7392.1,1.37,5464.7,8988.7,-83.8,-69.3,69.6,1.721,ff
5,5,c,3,604,2000,9,7705.3,6.59,5625.9,8758.4,-85.3,-75,67.9,1.806,background
5,5,c,3,604,2000,10,7707.7,6.63,5487.8,8712.3,-76.1,-57.9,77.8,2.125,n
5,5,c,3,604,2000,11,7779.7,7.83,5533.8,9034.8,-81.3,-62.3,73.4,2.29,f
5,5,c,3,604,2000,12,7792.9,8.05,5395.6,8965.7,-80.3,-60.3,73.8,1.984,
5,5,c,4,605,530,1,4933.3,0,5441.7,8735.4,-78.3,-61.1,74,1.421,n
5,5,c,4,605,530,2,4931.7,0.24,6409.1,9219,-82.7,-62.9,69.1,1.451,background
5,5,c,4,605,530,3,4947.4,0.24,5441.7,8689.3,-74.2,-55.3,78.8,1.69,n
5,5,c,4,605,530,4,4967.6,0.57,5441.7,8804.5,-76.8,-59.1,77,1.99,n
5,5,c,4,605,530,5,6170.9,20.63,6247.8,8873.5,-83.4,-66.2,68.3,1.512,background
5,5,c,4,605,530,6,6174.9,20.69,5326.5,8620.2,-69.7,-49,84,1.953,nn
5,5,c,4,605,530,7,6193.7,21.01,5211.4,8827.5,-69,-50.3,85.9,2.29,nn
5,5,c,4,605,530,8,6208.2,21.25,5464.7,8643.2,-66.4,-44.6,87.9,2.345,nn
5,5,c,4,605,530,9,6205.4,21.2,5925.4,8919.6,-83.3,-67.7,70,1.923,background
5,5,c,4,605,530,10,6231,21.63,5556.9,8459,-73.1,-57.3,79.5,1.684,n
5,5,c,4,605,530,11,6249.3,21.93,5349.6,8850.5,-73.4,-54.3,80.5,1.947,n
5,5,c,4,605,530,12,6265.1,22.2,5487.8,8735.4,-73,-52.8,80.4,1.819,n
5,5,c,4,605,530,13,6299.4,22.77,5418.7,8735.4,-75.3,-55.5,77,1.365,n
5,5,c,4,605,530,14,6319.7,23.11,5441.7,8942.6,-75.5,-57.4,78.1,1.812,n
5,5,c,4,605,530,15,6329.9,23.28,5418.7,8850.5,-71.1,-51.3,83.5,2.302,
5,5,c,5,605,830,1,1660.3,0,5764.1,8896.6,-81.5,-66,72.4,2.186,ff
5,5,c,5,605,830,2,1676.9,0.28,5764.1,8919.6,-82.1,-67.5,71.3,1.904,ff
5,5,c,5,605,830,3,1688.6,0.47,5487.8,9034.8,-84.3,-72.2,69,1.616,background
5,5,c,5,605,830,4,1690.3,0.5,5649,9103.9,-82.3,-67,71.9,2.063,ff
5,5,c,5,605,830,5,1716.5,0.94,6386,9495.4,-84.4,-72.9,68.7,1.819,background
5,5,c,5,605,830,6,1722.4,1.03,5787.2,9126.9,-82.1,-66.5,70.8,1.592,ff
5,5,c,5,605,830,7,1745.6,1.42,5464.7,8781.4,-66.8,-47.7,87.9,2.431,nn
5,5,c,5,605,830,8,1777.6,1.96,5464.7,8689.3,-66.9,-46.6,87,2.082,nn
5,5,c,5,605,830,9,1796.3,2.27,5625.9,8850.5,-67.6,-47.5,86.1,2.045,nn
5,5,c,5,605,830,10,1841.7,3.02,5510.8,9034.8,-73.6,-53.2,80.6,2.021,n
5,5,c,5,605,830,11,1855.6,3.25,5533.8,8804.5,-63.5,-45.9,90,1.91,nn
5,5,c,5,605,830,12,1870.3,3.5,5510.8,8850.5,-66.4,-47.5,88.5,2.486,nn
5,5,c,5,605,830,13,1882.9,3.71,5672,8827.5,-66.4,-45.3,87.7,2.21,nn
5,5,c,5,605,830,14,1897,3.94,5649,8827.5,-64.8,-48.6,89.2,2.186,nn
5,5,c,5,605,830,15,1924.8,4.41,5649,8919.6,-73.3,-52.6,80.4,1.959,n
5,5,c,5,605,830,16,1938.7,4.64,5556.9,8643.2,-72,-55.8,80.8,1.702,n
5,5,c,5,605,830,17,1952.2,4.86,5510.8,8965.7,-73.1,-54.2,81.1,2.063,n
5,5,c,5,605,830,18,1983.5,5.39,5672,8620.2,-69.8,-50.4,82.8,1.708,n
5,5,c,5,605,830,19,1950.1,4.83,7192.2,10416.7,-85.2,-74.1,68.5,1.972,background
6,6,e,1,529,830,1,1572.3,0,5324.9,8734.7,-84.6,-70.9,68.9,1.786,ff
6,6,e,1,529,830,2,1584.9,0.21,5390.4,9029.8,-84.7,-70.1,69.7,2.053,ff
6,6,e,1,529,830,3,1582.5,0.17,5849.4,9390.4,-86.6,-76.7,67.1,1.803,background
6,6,e,1,529,830,4,1594.9,0.38,5652.7,9226.5,-84.1,-68.2,71,2.506,ff
6,6,e,1,529,830,5,1610.5,0.64,5217,9134.7,-83.7,-67.4,71,2.013,ff
6,6,e,1,529,830,6,1620.2,0.8,5464.1,9028.8,-81.3,-62,73,2.07,f
6,6,e,1,529,830,7,1617.8,0.76,5958.2,9452.3,-86.4,-75.9,67.5,1.905,background
6,6,e,1,529,830,8,1630,0.96,5252.3,9452.3,-80.7,-59.2,74.9,2.41,n
6,6,e,1,529,830,9,1642.1,1.16,5287.6,9205.3,-82.3,-64.9,71.3,1.593,f
6,6,e,1,529,830,10,1674.8,1.71,5040.6,9170,-84.5,-67,69.5,1.644,ff
6,6,e,1,529,830,11,1694.3,2.03,5322.9,8534.7,-85.5,-68.7,67,1.463,ff
6,6,e,1,529,830,12,1705.7,2.22,5534.7,8428.8,-84.9,-71.5,68.4,2.064,ff
6,6,e,1,529,830,13,1703.6,2.19,5570,8675.9,-86.3,-74.4,67.1,1.911,
6,6,e,2,529,1800,1,1.9,0,5504.8,8429.9,-79.1,-62,72.4,1.323,f
6,6,e,2,529,1800,2,6.7,0.08,5573.9,9028.8,-86.4,-76.4,68.1,2.223,background
6,6,e,2,529,1800,3,108.7,1.78,5320.5,9305.2,-84.1,-65.5,71.2,2.284,f
6,6,e,2,529,1800,4,105.9,1.73,5481.8,9259.1,-86.4,-76.5,68.4,2.229,background
6,6,e,2,529,1800,5,116.4,1.91,5504.8,9374.3,-85,-70.2,70.5,2.529,f
6,6,e,2,529,1800,6,133.6,2.19,5435.7,9328.2,-84.7,-70.3,72.1,3.288,f
6,6,e,2,529,1800,7,145.6,2.39,5527.8,8890.6,-84.3,-67.3,69.6,1.99,ff
6,6,e,2,529,1800,8,152.9,2.52,5251.4,9213.1,-85,-72.1,71.3,2.982,f
6,6,e,2,529,1800,9,175.3,2.89,5527.8,8844.5,-84,-68.3,69.8,1.916,f
6,6,e,2,529,1800,10,197.2,3.25,6011.5,9144,-86.2,-75.6,67.6,2.112,background
6,6,e,2,529,1800,11,199.8,3.3,5366.6,9374.3,-84.6,-69.2,70.8,2.443,f
6,6,e,2,529,1800,12,212.6,3.51,5758.2,9259.1,-83.6,-69.1,70.9,2.198,f
6,6,e,2,529,1800,13,224.9,3.72,5481.8,9420.3,-82.6,-61.9,73.3,2.706,n
6,6,e,2,529,1800,14,231.9,3.83,5274.5,9581.6,-82,-63.5,75,3.178,n
6,6,e,2,529,1800,15,244.9,4.05,5113.2,9351.2,-82.1,-62.8,73.5,2.339,n
6,6,e,2,529,1800,16,252.2,4.17,5873.3,9696.7,-82.2,-64.8,72.4,2.039,f
6,6,e,2,529,1800,17,262.6,4.34,5044.1,10065.3,-83.1,-64.1,73.7,2.602,n
6,6,e,2,529,1800,18,274.4,4.54,5504.8,8959.7,-79.9,-63.4,73.9,1.898,n
6,6,e,2,529,1800,19,284.6,4.71,5527.8,9489.4,-82.2,-62.8,72.3,1.88,f
6,6,e,2,529,1800,20,297.7,4.93,5481.8,9213.1,-79.2,-61.4,72.9,1.182,n
6,6,e,2,529,1800,21,305.8,5.06,5320.5,8913.6,-81,-63.5,74.4,2.608,n
6,6,e,2,529,1800,22,331.2,5.49,4998.1,9581.6,-82,-59.5,74.4,2.547,
6,6,e,3,530,730,1,11521.6,0,5292.1,9128.1,-53.9,-31.5,100.4,1.905,nn
6,6,e,3,530,730,2,11533.3,0.19,5193.7,9095.3,-57.6,-37,96.1,1.622,nn
6,6,e,3,530,730,3,11541.8,0.34,4603.5,9095.3,-57.1,-35.5,97.1,1.582,nn
6,6,e,3,530,730,4,11550.9,0.49,5193.7,9128.1,-55.8,-34.8,99.7,2.461,nn
6,6,e,3,530,730,5,11561.2,0.66,4931.4,9259.3,-56.5,-33.8,99.4,2.444,nn
6,6,e,3,530,730,6,11573.4,0.86,4931.4,9062.6,-57.1,-34.8,98.4,2.325,nn
6,6,e,3,530,730,7,11585.2,1.06,5193.7,9128.1,-56.3,-34.4,99.3,2.484,nn
6,6,e,3,530,730,8,11597.3,1.26,5062.6,8865.8,-55.7,-33.7,99.3,2.291,nn
6,6,e,3,530,730,9,11609.3,1.46,5095.3,9128.1,-56.3,-33.9,99.3,2.444,nn
6,6,e,3,530,730,10,11622.3,1.68,5193.7,10701.9,-62.3,-37.6,95.9,3.277,nn
6,6,e,3,530,730,11,11630.4,1.81,5160.9,9062.6,-56.3,-35.1,98.9,2.353,nn
6,6,e,3,530,730,12,11642,2.01,5160.9,9128.1,-58.7,-36.5,97.1,2.659,nn
6,6,e,3,530,730,13,11654.6,2.22,5160.9,9029.8,-58,-36.2,97.7,2.637,nn
6,6,e,3,530,730,14,11668,2.44,5062.6,8833.1,-59.8,-39.9,95.4,2.455,nn
6,6,e,3,530,730,15,11680.8,2.65,5128.1,9226.5,-61.6,-40.3,94.5,2.682,n
6,6,e,3,530,730,16,11692.9,2.85,5095.3,9029.8,-61.9,-41.7,93.5,2.399,n
6,6,e,3,530,730,17,11720.3,3.31,5390.4,8931.4,-61.3,-40.7,93.7,2.427,n
6,6,e,3,530,730,18,11733,3.52,5029.8,8964.2,-61.7,-41.2,93.7,2.37,n
6,6,e,3,530,730,19,11747.5,3.76,5128.1,9128.1,-61.3,-39.1,94.2,2.45,n
6,6,e,3,530,730,20,11763.1,4.02,5160.9,9062.6,-62.2,-42,92.7,2.189,n
6,6,e,3,530,730,21,11815.4,4.9,5488.8,9324.9,-67.9,-45.5,86.6,2.002,n
6,6,e,3,530,730,22,11829.2,5.13,5357.6,9062.6,-68.6,-50.2,86.2,2.268,n
6,6,e,3,530,730,23,11855.6,5.57,5160.9,8767.5,-63.1,-39.2,90.2,1.627,n
6,6,e,3,530,730,24,11866.8,5.75,5292.1,8997,-59.5,-39.4,94.8,1.99,n
6,6,e,3,530,730,25,11927.7,6.77,5226.5,8603.5,-58.9,-39.4,94.6,1.815,n
6,6,e,3,530,730,26,11939.5,6.97,5226.5,8997,-60.2,-39,95,2.404,n
6,6,e,3,530,730,27,11961.5,7.33,5062.6,9521.6,-61.5,-38.9,94.9,2.654,n
6,6,e,3,530,730,28,11974.6,7.55,5226.5,9292.1,-60.3,-38.8,95,2.262,n
6,6,e,3,530,730,29,12006.6,8.08,5128.1,9226.5,-62.9,-42.5,92.7,2.399,n
6,6,e,3,530,730,30,12022,8.34,4997,8833.1,-62.4,-40.3,92.7,2.268,n
6,6,e,3,530,730,31,12055.2,8.89,5128.1,9095.3,-62.3,-40.6,93.3,2.489,n
6,6,e,3,530,730,32,12068.7,9.12,5324.9,9160.9,-60.3,-39.5,94.7,2.234,n
6,6,e,3,530,730,33,12066,9.07,5947.8,9915,-86.3,-72.2,68.1,1.894,background
6,6,e,3,530,730,34,12080.1,9.31,5062.6,9095.3,-60.6,-39.1,95.2,2.563,n
6,6,e,3,530,730,35,12077.5,9.26,5423.2,9783.9,-86.2,-74.9,69.2,2.126,background
6,6,e,3,530,730,36,12091.3,9.49,5193.7,9095.3,-61,-38.5,94.3,2.382,n
6,6,e,3,530,730,37,12121.3,9.99,5357.6,9095.3,-83,-66,71.4,1.99,f
6,6,e,3,530,730,38,12137.5,10.26,5751.1,9751.1,-81.5,-64.3,71.1,1.219,f
6,6,e,3,530,730,39,12149,10.46,5226.5,9160.9,-80.9,-63.2,73.9,2.098,f
6,6,e,3,530,730,40,12163.9,10.7,5456,8997,-77.3,-59.4,74,1.077,f
6,6,e,3,530,730,41,12175.8,10.9,5160.9,8997,-79.3,-60.4,75.1,2.03,f
6,6,e,3,530,730,42,13508.2,33.11,5357.6,8865.8,-86.1,-75.4,67.2,1.65,background
6,6,e,3,530,730,43,13987.9,41.11,6046.2,9226.5,-86.3,-75.8,67.1,1.843,
6,6,e,4,530,830,1,2815.6,0,5136.3,8867.6,-74.1,-54.6,81.1,2.394,n
6,6,e,4,530,830,2,2824.6,0.15,5159.3,9005.8,-71.2,-51.2,85.3,3.166,nn
6,6,e,4,530,830,3,2821.1,0.09,5643,9097.9,-86.4,-76.1,68.9,2.682,background
6,6,e,4,530,830,4,2837.3,0.36,5044.1,9120.9,-71.9,-51.1,83.8,2.449,n
6,6,e,4,530,830,5,2847.2,0.53,4975,9097.9,-73.8,-55.6,81.8,2.443,n
6,6,e,4,530,830,6,2860.8,0.75,5159.3,9144,-73.7,-51,81.9,2.529,n
6,6,e,4,530,830,7,2858.6,0.72,6403.1,9673.7,-86.6,-76.9,67.5,2.155,background
6,6,e,4,530,830,8,2870.4,0.91,5389.6,8959.7,-74.1,-53.1,80.9,2.443,n
6,6,e,4,530,830,9,2896.7,1.35,5113.2,9213.1,-75.4,-53.6,79.8,2.21,n
6,6,e,4,530,830,10,2906.2,1.51,5458.7,8982.7,-71.2,-48.3,84.1,2.657,nn
6,6,e,4,530,830,11,2916.3,1.68,5689.1,8913.6,-86.4,-76.1,68.2,2.431,background
6,6,e,4,530,830,12,2919.1,1.72,5136.3,9074.9,-72.6,-53.5,83.4,2.798,n
6,6,e,4,530,830,13,2928.1,1.88,5251.4,8890.6,-70.2,-47.7,85.2,2.639,nn
6,6,e,4,530,830,14,2940.8,2.09,5389.6,8890.6,-71.2,-51.7,83.5,2.321,n
